student_id,age,gender,parental_education,study_hours_week,attendance_rate,extracurricular,sleep_hours,previous_scores,tutoring,internet_quality,family_income,health_status,final_grade
STD00400,23,F,doctorate,9.54,44.59,Yes,7.89,68.26,Yes,Good,Low,Good,100
STD02507,18,F,bachelor,12.46,62.79,Yes,8.81,48.6,No,Good,Medium,Excellent,96.63
STD00969,25,F,high_school,16.87,70.53,Yes,10.85,65.38,No,Excellent,Medium,Good,100
STD01220,22,F,bachelor,8.47,55.11,No,7.15,51.86,No,Good,Medium,Excellent,88.89
STD02230,18,M,high_school,4.37,54.83,No,7.58,65.15,No,Good,Medium,Good,82.65
STD00453,19,M,high_school,14.36,64.72,Yes,7.88,65.44,No,Good,Medium,Good,100
STD01518,23,M,high_school,19.24,37.52,Yes,6.56,64.79,Yes,Excellent,Medium,Good,100
STD00843,24,M,bachelor,18.65,48.19,Yes,6.72,57.36,No,Good,Medium,Good,100
STD00101,22,F,master,14.29,55.34,Yes,7.06,61.07,Yes,Good,Low,Good,100
STD00498,19,F,bachelor,1.93,69.56,Yes,6.61,61.21,No,Good,Medium,Excellent,84.81
STD00656,25,F,master,7.22,65.71,No,,54.82,Yes,Good,Low,Excellent,95.36
STD00163,20,M,master,0.21,55.46,No,5.38,62.41,Yes,Excellent,Medium,Good,77.7
STD02032,22,F,master,,41.49,Yes,6.02,56.1,Yes,Good,Medium,Good,86.97
STD01204,23,F,bachelor,8.22,69.22,No,9.12,64.5,No,Excellent,Low,Poor,92.58
STD00709,25,F,bachelor,15.85,,Yes,8.31,70.89,No,Good,High,Good,100
STD02051,22,F,bachelor,9.93,59.6,Yes,3.85,66.32,Yes,Poor,Medium,Good,89.54
STD00401,24,M,bachelor,4.65,,Yes,,50.78,No,,Medium,Poor,71.42
STD00388,24,M,doctorate,7.68,65.83,No,9.15,56.61,No,Good,Medium,Good,96.36
STD01201,22,M,doctorate,20.04,66.07,Yes,6.56,71.58,No,Good,Low,Good,100
STD00040,25,F,master,8.81,45.84,No,5.55,57.8,No,Excellent,,GOOD,91.47
STD01402,20,M,bachelor,11.26,73.99,Yes,7.82,63.62,No,Good,Medium,Excellent,96.33
STD01336,24,M,high_school,18.42,,Yes,,56.46,Yes,Excellent,,Good,92.83
STD01708,22,F,master,12.38,48.13,No,8.91,51.68,No,,Medium,Poor,91.3
STD01017,22,M,bachelor,8.08,55.68,No,4.93,49.33,No,,Medium,Good,92.43
STD00236,21,M,bachelor,0.98,55.88,Yes,8.25,56.07,  Yes ,Good,Low,Poor,73.02
STD01986,19,F,master,5.68,63.27,Yes,7.48,49.49,Yes,Good,High,Good,92.18
STD01119,21,F,bachelor,10.19,47.29,No,6.72,45.43,No,Poor,High,Good,86.14
STD00720,20,M,high_school,12.74,,Yes,7.05,59.27,No,Excellent,High,Good,100
STD01362,24,M,high_school,14.54,56.55,No,8.46,60.43,No,Good,,Good,99.58
STD01543,25,M,bachelor,13.82,66.02,Yes,4.55,62.26,No,Excellent,,Poor,87.95
STD02041,21,F,bachelor,,64.53,No,5.84,79.2,No,Good,High,Good,100
STD01380,22,F,high_school,1.18,55.33,No,4.81,67.33,No,Poor,Low,Good,65.75
STD00672,18,M,high_school,14.02,,Yes,7.75,49.0,No,Excellent,Medium,Excellent,99.05
STD01619,18,F,high_school,5.21,50.64,Yes,5.94,63.79,No,Poor,Medium,Good,82.88
STD02078,24,M,high_school,6.68,,Yes,6.33,50.98,Yes,Good,Low,Poor,72.4
STD01644,20,M,bachelor,11.7,53.56,Yes,5.25,62.43,Yes,Poor,High,Excellent,99.37
STD02094,22,M,master,12.45,66.77,Yes,8.25,67.09,YES,Good,Low,Good,100
STD00058,21,M,master,10.34,58.48,Yes,,46.06,Yes,Good,Low,Poor,91.23
STD01663,22,M,bachelor,12.53,57.24,Yes,7.2,63.87,Yes,Good,Low,Good,93.41
STD01632,22,M,high_school,16.34,,Yes,7.79,49.93,Yes,Excellent,,Good,100
STD01801,22,F,high_school,14.28,62.41,No,6.52,,Yes,Good,Medium,Excellent,97.04
STD01558,22,F,bachelor,11.8,46.4,Yes,6.46,53.45,Yes,,Low,Excellent,93.06
STD01049,18,F,bachelor,7.02,46.4,Yes,6.49,48.66,No,Good,Medium,Good,84.49
STD01168,24,M,high_school,8.62,66.98,No,2.34,83.72,Yes,Excellent,Medium,Poor,95.04
STD00863,19,M,bachelor,6.89,47.81,Yes,7.87,63.96,Yes,Poor,Low,Good,89.31
STD01952,23,M,bachelor,9.95,42.66,No,7.94,70.99,Yes,Good,Low,Good,95.65
STD02451,22,F,high_school,15.16,45.43,Yes,5.7,58.52,Yes,Good,High,Excellent,100
STD01970,22,M,bachelor,6.81,53.71,Yes,7.12,,No,Excellent,Medium,Excellent,96.29
STD01510,23,M,bachelor,16.77,66.31,Yes,7.83,60.0,No,Good,High,Good,100
STD01156,24,M,master,15.81,69.01,No,5.36,62.24,No,Excellent,Medium,Good,100
STD00807,25,  F ,bachelor,8.17,55.84,Yes,7.38,52.43,No,Good,Low,Excellent,92.01
STD01849,19,F,bachelor,8.33,56.17,Yes,5.89,46.26,No,Excellent,Medium,Good,83.55
STD00529,18,F,master,13.43,,No,5.07,67.61,No,Good,Low,Good,99.52
STD00494,19,M,master,6.78,,Yes,7.52,71.44,No,Good,High,Good,94.53
STD01822,19,F,high_school,10.63,63.77,No,8.65,41.89,No,Poor,Medium,Excellent,85.95
STD00187,20,F,bachelor,17.81,76.16,No,,,No,Good,Low,Excellent,98.15
STD00754,23,F,master,7.36,63.14,No,7.79,39.66,Yes,Excellent,Medium,Poor,92.78
STD01143,24,M,bachelor,4.84,76.92,Yes,4.52,48.03,No,Excellent,Low,Good,78.8
STD00789,25,  M ,bachelor,9.94,52.23,Yes,7.62,49.96,No,Good,High,Good,88.75
STD00339,20,F,high_school,9.89,74.8,Yes,9.71,58.53,No,Excellent,Medium,Good,92.8
STD01820,18,M,doctorate,13.89,67.89,Yes,7.36,51.29,Yes,Good,High,Excellent,100
STD01699,22,M,high_school,16.19,67.82,Yes,6.99,58.66,No,Excellent,High,Good,100
STD01995,18,M,doctorate,11.85,60.81,No,4.66,62.83,  Yes ,Poor,Low,Good,92.16
STD00330,19,M,bachelor,15.67,,No,,45.34,No,Excellent,Low,Good,93.84
STD00927,19,M,high_school,6.86,59.61,Yes,7.48,57.49,  No ,Good,Medium,Good,83.73
STD02188,18,M,bachelor,11.73,45.17,Yes,6.22,54.91,No,Good,Medium,Good,87.59
STD02016,22,F,high_school,8.28,49.71,Yes,6.54,60.05,No,Poor,Medium,Good,84.52
STD00009,22,F,bachelor,11.76,,Yes,8.16,55.21,Yes,Poor,High,Excellent,100
STD02366,19,F,bachelor,7.65,65.52,Yes,6.51,61.36,No,Good,Medium,Poor,83.59
STD02152,22,F,master,1.01,66.54,YES,6.44,48.8,No,Good,Medium,Excellent,75.27
STD00862,25,M,high_school,5.71,57.11,Yes,6.37,55.6,No,Good,Medium,Good,84.42
STD01957,24,M,high_school,13.36,49.49,Yes,,55.88,No,,Medium,Good,86.81
STD01569,18,F,high_school,19.39,70.94,No,6.87,,No,Good,Medium,Good,91.14
STD01490,17,F,master,3.71,72.38,Yes,8.71,53.92,Yes,Good,High,Good,93.48
STD00111,25,F,master,5.09,53.01,Yes,6.23,50.9,Yes,Good,High,Excellent,89.39
STD00431,22,F,bachelor,11.71,51.65,Yes,7.55,57.91,No,GOOD,,Good,97.84
STD01447,24,M,high_school,9.27,68.15,Yes,,48.83,No,Excellent,Medium,Good,89.66
STD01238,23,F,high_school,5.98,,Yes,8.39,73.49,Yes,Excellent,Medium,Good,96.96
STD00157,20,F,doctorate,17.71,66.69,Yes,6.31,59.34,Yes,Good,Low,Excellent,100
STD00193,24,F,high_school,17.04,46.04,No,7.13,61.26,No,Good,Low,Good,98.11
STD01906,23,F,bachelor,2.58,52.68,Yes,8.69,55.7,No,Good,Medium,Good,77.8
STD01746,21,F,bachelor,,55.81,Yes,5.36,54.71,  Yes ,Good,Medium,Excellent,100
STD01980,21,F,bachelor,,48.72,Yes,6.48,66.81,No,Good,High,Excellent,89.37
STD02319,21,F,high_school,9.24,63.79,No,7.11,,No,Excellent,Medium,Good,96.43
STD02460,18,  M ,high_school,14.24,,No,8.47,67.18,No,Good,Medium,Good,100
STD01445,21,F,doctorate,9.69,55.46,Yes,9.22,67.78,Yes,Poor,Low,Good,100
STD01085,19,M,master,,61.11,Yes,,62.15,Yes,Poor,Low,Good,89.1
STD00281,22,M,high_school,13.62,48.78,Yes,6.73,47.48,No,Excellent,Low,Good,86.16
STD02174,20,M,bachelor,16.96,65.78,Yes,6.79,64.82,No,Good,Low,Good,100
STD00583,23,F,  doctorate ,9.07,49.88,No,7.16,61.02,No,Excellent,,Excellent,100
STD00292,23,M,master,3.35,57.2,No,6.31,59.22,Yes,Excellent,Medium,Excellent,91.96
STD00173,25,F,master,9.63,56.1,Yes,6.38,65.9,Yes,Poor,Medium,Good,95.16
STD01910,24,F,bachelor,,63.3,Yes,6.16,52.14,Yes,,Low,Excellent,86.9
STD02495,19,M,bachelor,10.92,65.16,Yes,6.79,56.52,No,Good,Low,Excellent,93.94
STD02395,18,M,bachelor,4.1,55.29,Yes,7.48,55.86,No,Excellent,Low,Good,85.09
STD02482,22,F,doctorate,10.84,64.63,Yes,6.9,55.74,No,Good,Medium,Excellent,98.89
STD01439,20,M,high_school,16.93,59.18,Yes,8.49,60.48,No,Good,High,Good,100
STD01928,25,M,master,6.67,40.15,No,5.52,72.32,No,Excellent,Low,Excellent,91.63
STD01115,21,F,high_school,10.37,69.96,Yes,6.37,53.54,No,Good,Low,Excellent,87.8
STD00774,25,M,master,6.41,69.17,Yes,7.52,63.34,No,Good,Medium,Good,95.73
STD00755,21,M,high_school,2.51,76.44,Yes,4.75,66.74,No,Good,Medium,Excellent,78.48
STD01100,25,F,bachelor,16.21,79.7,Yes,7.93,63.89,No,Excellent,Medium,Good,100
STD00765,21,F,high_school,7.59,,Yes,5.63,54.17,Yes,Good,Medium,Good,86.35
STD00571,24,M,bachelor,11.14,74.71,Yes,6.36,,No,Good,Low,Good,89.35
STD00430,24,M,high_school,0.96,54.13,Yes,,57.1,No,Good,Medium,Good,65.89
STD00624,19,F,bachelor,4.15,66.61,Yes,7.23,54.96,No,Good,Medium,Excellent,86.86
STD00006,19,M,high_school,10.64,69.34,Yes,7.71,69.24,No,Excellent,Low,Poor,90.06
STD01498,25,M,bachelor,16.22,55.79,Yes,6.58,46.44,No,Poor,,Good,90.45
STD00898,23,F,high_school,7.65,60.72,Yes,7.54,59.71,Yes,Good,Medium,Excellent,93.58
STD01375,24,F,high_school,14.55,36.68,Yes,6.75,72.7,No,Excellent,Low,Good,96.04
STD01316,25,M,bachelor,13.4,34.07,No,6.71,49.35,Yes,Poor,Medium,Good,89.16
STD01720,21,F,bachelor,19.92,69.4,Yes,8.93,,Yes,Good,High,Good,100
STD02279,19,F,master,22.38,54.36,Yes,7.1,60.06,No,Good,Medium,Excellent,100
STD00990,19,M,master,10.34,52.91,Yes,7.54,50.47,No,Good,Medium,Good,98.07
STD01709,22,M,master,1.28,57.72,No,7.69,40.98,No,Excellent,Medium,Good,80.3
STD01456,21,F,high_school,8.39,58.82,Yes,7.09,44.6,No,Good,Medium,Good,82.7
STD00304,22,F,bachelor,12.65,64.31,No,,60.91,Yes,Good,Medium,Poor,99.82
STD00135,23,M,master,,65.46,Yes,8.51,73.56,Yes,Good,Medium,Good,100
STD00505,22,M,high_school,14.69,40.31,Yes,8.73,49.51,No,Good,Medium,Excellent,93.06
STD01973,20,M,master,11.09,51.18,No,9.26,64.86,Yes,Good,Medium,Excellent,100
STD00458,22,F,bachelor,2.73,,Yes,8.15,40.29,No,Good,Medium,Excellent,79.55
STD02415,23,M,high_school,15.34,49.73,No,6.67,54.14,No,Good,High,Good,97.78
STD01866,21,M,bachelor,,43.32,Yes,5.5,37.78,Yes,,Medium,Good,93.03
STD00875,22,F,high_school,18.73,44.89,No,4.67,60.25,No,Good,Medium,Excellent,93.94
STD00381,19,F,master,10.95,51.35,Yes,,77.52,No,,,Excellent,99.8
STD02054,23,M,bachelor,6.36,74.13,No,6.82,61.6,No,Good,High,Good,94.47
STD01958,21,F,doctorate,7.93,65.88,No,6.59,50.1,No,Good,Low,Good,93.73
STD00944,23,M,bachelor,11.68,64.55,No,7.11,66.05,Yes,Good,Medium,Poor,94.5
STD02033,24,M,bachelor,2.69,,Yes,,49.26,Yes,Excellent,,Good,85.16
STD00338,25,F,high_school,103.56,61.38,No,5.93,56.81,No,Excellent,Low,Good,78.18
STD01068,24,F,doctorate,10.7,56.48,No,7.61,64.35,No,Poor,Low,Good,100
STD02483,21,F,doctorate,6.81,65.17,Yes,7.96,46.09,No,Good,,Excellent,91.3
STD00137,24,F,bachelor,15.97,74.82,No,6.79,63.33,No,Good,High,Good,100
STD02053,22,M,bachelor,15.29,51.61,No,6.44,59.25,No,Excellent,,Poor,99.85
STD01520,22,F,bachelor,,67.35,No,6.5,49.2,No,Good,Low,Poor,78.66
STD02330,22,M,high_school,12.94,63.47,Yes,6.41,57.72,Yes,Poor,Low,Good,93.88
STD01574,19,M,bachelor,13.19,62.24,Yes,6.94,46.76,Yes,Excellent,Medium,Good,100
STD02129,23,M,master,9.99,41.9,Yes,7.79,52.68,Yes,Good,Medium,Excellent,98.64
STD00406,22,M,bachelor,5.34,72.58,No,7.67,49.99,Yes,Excellent,Medium,Excellent,94.21
STD01265,21,F,master,,73.13,Yes,6.81,58.73,Yes,Excellent,Medium,Poor,98.48
STD00831,23,F,master,10.57,57.56,Yes,6.84,37.2,Yes,Excellent,Medium,Excellent,98.16
STD01907,23,F,bachelor,3.88,71.72,No,7.24,68.67,Yes,Excellent,,Good,94.7
STD00781,25,M,doctorate,,65.94,Yes,7.64,42.27,Yes,Good,High,Good,89.83
STD02321,25,M,bachelor,11.93,55.0,Yes,6.62,59.32,Yes,Excellent,High,Good,100
STD00570,21,F,master,8.02,,Yes,4.53,59.2,No,Good,Low,Good,82.28
STD01816,18,F,high_school,20.09,44.97,No,7.53,55.61,No,Good,Low,Good,94.89
STD02430,25,M,master,4.77,64.85,Yes,7.23,63.15,No,Good,Medium,Good,89.43
STD00877,20,M,bachelor,,51.64,Yes,6.56,48.2,Yes,Excellent,Low,Good,94.96
STD02144,23,F,high_school,14.48,,No,6.22,55.1,No,Excellent,High,Good,98.66
STD02214,20,F,bachelor,,58.09,No,4.95,56.62,Yes,Good,Medium,Poor,77.08
STD02402,22,F,high_school,4.38,63.09,Yes,7.17,72.19,No,Excellent,Medium,Good,85.3
STD02470,18,M,master,12.77,46.91,Yes,,60.97,No,Good,Medium,Excellent,100
STD00398,22,M,high_school,,55.7,Yes,6.22,71.08,No,Excellent,High,Good,92.26
STD00090,19,M,high_school,8.91,53.74,Yes,4.39,60.85,No,,High,EXCELLENT,88.31
STD01523,23,M,high_school,9.65,65.16,Yes,,55.94,No,Excellent,Medium,Good,88.93
STD00487,22,F,high_school,3.87,65.21,Yes,,63.76,No,Good,High,Poor,80.19
STD01233,20,F,master,12.33,69.17,Yes,6.97,44.89,No,Poor,Low,Good,93.82
STD01563,18,M,master,11.28,72.72,Yes,8.32,66.27,No,Excellent,,Good,100
STD02302,24,F,master,7.6,37.97,Yes,7.33,52.21,No,Excellent,Medium,Good,87.86
STD01277,19,M,bachelor,7.52,66.4,Yes,9.88,53.5,No,Good,High,Good,98.53
STD00871,21,F,bachelor,17.8,63.33,Yes,8.09,52.96,No,Good,Medium,Excellent,100
STD00316,20,F,bachelor,6.72,45.64,No,8.02,62.29,Yes,Excellent,Low,Excellent,95.09
STD00821,24,F,bachelor,,71.24,Yes,7.3,44.8,No,Good,Medium,Excellent,86.8
STD02203,25,M,master,11.32,,Yes,8.55,63.22,No,Good,Low,Good,100
STD01729,23,F,master,5.02,62.29,Yes,7.69,35.19,No,Good,Low,Poor,74.51
STD02082,25,M,bachelor,,60.11,No,7.1,54.27,No,Excellent,Medium,Good,97.81
STD00544,23,M,high_school,15.92,70.65,No,7.57,53.82,YES,Excellent,High,Good,100
STD00966,21,M,high_school,6.89,73.81,No,7.4,69.18,No,Good,Medium,Good,90.64
STD01677,24,F,high_school,5.51,60.92,Yes,7.98,70.95,No,Good,Low,Poor,76.76
STD00300,23,M,high_school,17.54,59.19,No,7.14,62.47,No,Good,Low,Good,95.62
STD02227,19,F,master,,58.75,No,8.1,52.77,No,Poor,High,Good,96.99
STD01897,19,F,high_school,10.78,60.34,Yes,7.48,59.14,Yes,Excellent,Medium,Good,99.25
STD00725,20,M,HIGH_SCHOOL,6.55,56.31,No,8.69,60.24,Yes,Good,Medium,Good,84.68
STD01381,25,M,bachelor,8.35,56.89,Yes,6.0,74.88,Yes,Excellent,High,Good,100
STD02218,21,F,bachelor,6.55,63.3,Yes,6.08,56.04,No,Good,,Good,86.54
STD00442,24,F,high_school,,72.44,No,8.24,55.73,No,Good,High,Excellent,100
STD01207,25,F,high_school,9.84,64.11,Yes,8.42,,No,Good,,Good,88.81
STD00563,25,M,high_school,13.07,54.47,Yes,,57.03,No,Good,Medium,Poor,92.03
STD00977,22,M,master,14.03,,No,,43.86,No,Excellent,  Low ,Poor,96.95
STD00061,24,F,bachelor,,45.44,Yes,,59.78,Yes,Good,Low,Good,83.84
STD01231,18,F,high_school,13.53,67.2,Yes,5.7,,Yes,Poor,Low,Good,98.65
STD01037,21,F,master,10.18,49.47,Yes,,41.91,No,Excellent,,Good,92.9
STD00640,20,F,bachelor,15.95,57.56,No,5.75,58.62,Yes,Good,High,Poor,98.43
STD00693,23,F,master,10.81,67.0,Yes,8.63,44.12,No,GOOD,Medium,Good,100
STD00549,20,F,master,12.73,34.18,No,7.02,66.38,Yes,Good,High,Excellent,100
STD00782,22,M,high_school,12.82,64.42,No,6.43,53.9,Yes,Excellent,High,Excellent,100
STD01404,20,M,bachelor,18.72,53.13,No,7.78,52.03,No,Good,,Excellent,96.23
STD02382,20,F,high_school,11.67,59.31,No,6.48,69.93,No,Poor,Low,Excellent,92.82
STD01528,24,F,bachelor,17.08,49.36,Yes,5.92,49.71,Yes,Poor,Medium,Excellent,100
STD00211,18,F,doctorate,5.42,39.5,Yes,9.03,61.27,No,Excellent,Medium,Good,96.35
STD01837,18,F,high_school,5.61,57.01,No,6.78,55.26,No,Excellent,Low,Poor,75.38
STD00845,18,M,master,8.84,,Yes,7.7,61.87,Yes,Good,Low,Good,97.42
STD02475,24,  F ,bachelor,22.01,52.66,Yes,7.25,64.46,Yes,Excellent,Medium,Poor,100
STD00543,18,F,bachelor,15.58,78.89,No,,64.22,No,Good,Medium,Good,100
STD00289,23,M,high_school,5.63,38.63,Yes,5.48,60.85,Yes,Good,High,Good,81.81
STD02472,18,F,bachelor,,65.67,Yes,,62.46,No,Poor,High,Good,93.23
STD00274,23,F,bachelor,16.61,72.49,Yes,8.52,60.9,Yes,Excellent,Medium,Poor,100
STD02312,25,M,high_school,9.37,63.78,Yes,7.78,61.33,No,Excellent,Medium,Excellent,98.03
STD02168,20,F,high_school,5.66,65.09,Yes,7.28,45.23,No,Good,Low,Good,79.4
STD01879,21,F,bachelor,11.8,58.57,No,7.41,61.15,Yes,Good,Low,Excellent,98.67
STD01972,21,F,doctorate,13.04,108.29,No,6.85,74.84,No,Good,High,Good,100
STD01122,21,M,master,4.12,61.4,Yes,8.57,66.33,No,Poor,High,Excellent,93.04
STD01667,21,F,master,9.72,59.2,Yes,8.09,61.52,Yes,Good,Medium,Good,100
STD01030,25,F,high_school,,60.58,No,6.6,46.24,No,Excellent,Medium,Good,97.54
STD01855,22,M,bachelor,12.79,60.08,No,4.97,56.36,No,Good,Low,Good,85.28
STD02065,18,F,bachelor,4.01,70.77,No,6.55,66.31,No,Good,Low,Good,82.21
STD00475,20,F,high_school,10.44,49.11,No,6.96,69.79,Yes,Good,Medium,Excellent,99.78
STD00641,22,M,bachelor,13.81,41.18,Yes,,51.75,Yes,Good,Low,Good,100
STD00767,25,M,bachelor,8.27,54.62,Yes,7.08,51.74,Yes,Good,Medium,Excellent,92.55
STD02139,20,F,bachelor,8.49,57.26,Yes,,56.67,No,Poor,Low,Excellent,90.69
STD00865,22,F,bachelor,,59.11,Yes,7.03,,No,Excellent,Medium,Good,93.22
STD02052,19,M,high_school,11.95,60.15,No,8.02,58.79,Yes,Excellent,High,Excellent,100
STD02154,24,F,bachelor,6.06,66.82,No,,59.12,Yes,Poor,,Poor,77.76
STD00389,23,M,high_school,13.36,76.88,Yes,4.37,58.25,No,Good,Low,Good,85.99
STD01556,19,F,bachelor,5.45,46.59,Yes,6.67,52.38,No,Good,Medium,Excellent,81.95
STD00364,25,F,high_school,,,No,8.29,67.2,No,Good,Medium,Good,94.42
STD00168,23,M,bachelor,10.25,102.26,Yes,7.4,62.97,No,Good,Medium,Excellent,95.13
STD01138,20,M,high_school,7.89,55.86,Yes,6.79,44.63,Yes,Good,High,Excellent,92.6
STD02167,24,M,master,10.42,47.99,Yes,8.02,63.69,Yes,Good,  Medium ,Good,97.13
STD01219,21,M,bachelor,3.85,58.5,No,7.07,60.46,No,Excellent,Low,Good,84.36
STD00801,19,F,bachelor,4.71,,Yes,7.14,,No,Excellent,Medium,Excellent,89.36
STD02298,20,F,high_school,3.83,58.51,No,5.91,48.19,No,Good,,Good,75.95
STD02001,23,F,bachelor,12.18,45.2,Yes,5.4,49.51,Yes,Poor,Low,Excellent,90.66
STD00366,21,F,master,15.36,,Yes,6.83,52.58,Yes,Excellent,,Poor,100
STD00907,22,F,high_school,17.17,53.7,No,9.29,44.73,No,Excellent,High,Excellent,100
STD01606,18,M,master,,67.65,Yes,6.7,57.6,Yes,Good,Low,Good,100
STD00929,22,F,bachelor,19.65,59.09,No,7.49,59.62,No,Good,Medium,Good,100
STD02422,20,F,high_school,4.65,32.66,No,,67.3,No,Excellent,Medium,Good,78.64
STD00138,19,M,high_school,15.61,35.36,Yes,7.03,40.87,No,Good,Medium,Good,96.64
STD01597,22,F,bachelor,16.64,67.33,No,6.37,69.04,Yes,Good,Medium,Good,100
STD01291,24,M,bachelor,16.06,58.23,No,7.34,63.63,Yes,Good,,Good,100
STD01614,18,M,high_school,8.36,52.67,No,7.86,54.4,No,Poor,Medium,Excellent,85.22
STD01777,18,M,bachelor,8.82,68.44,Yes,4.91,21.58,No,Good,Medium,Excellent,83.01
STD00186,20,F,bachelor,9.49,50.31,No,6.6,68.28,Yes,Good,Medium,Good,97.52
STD00925,23,F,bachelor,13.4,39.47,Yes,6.21,69.24,No,Excellent,Low,Excellent,96.35
STD00674,20,M,master,,61.59,Yes,8.38,79.48,No,Excellent,,Good,98.87
STD01399,22,F,doctorate,5.06,67.89,Yes,7.2,49.23,Yes,Good,Low,Poor,87.57
STD01983,21,M,bachelor,13.32,62.78,Yes,8.69,56.06,No,,Medium,Excellent,99.47
STD00022,24,F,master,10.52,53.26,Yes,6.89,68.82,No,Poor,High,Good,96.59
STD01741,20,F,bachelor,8.48,62.77,No,6.02,53.08,No,Good,Medium,Good,87.39
STD00602,24,F,bachelor,13.93,47.13,Yes,5.99,51.71,No,Good,High,Good,96.47
STD02105,21,F,bachelor,14.42,39.9,No,,70.91,Yes,Excellent,Low,Good,100
STD00295,23,M,bachelor,10.03,65.85,Yes,5.73,44.53,Yes,Poor,Low,Poor,80.63
STD02455,23,F,bachelor,,59.65,Yes,5.81,58.53,No,Good,Medium,Good,100
STD01433,25,M,high_school,,67.75,No,5.1,69.91,No,Good,High,Good,100
STD00726,25,M,high_school,6.44,52.44,Yes,7.92,42.7,No,Good,Low,Good,76.04
STD01511,20,M,bachelor,11.76,,Yes,7.61,63.44,No,Excellent,Medium,Good,99.68
STD00427,24,F,doctorate,10.26,62.11,Yes,5.4,50.52,No,Excellent,High,Excellent,99.67
STD00923,22,M,bachelor,,66.88,Yes,8.06,65.37,No,Good,Low,Good,99.46
STD00209,18,M,high_school,5.71,52.85,Yes,5.21,43.48,No,Excellent,Medium,Good,82.18
STD00644,19,F,high_school,8.76,63.98,Yes,7.85,56.35,Yes,,Low,Excellent,88.36
STD00780,19,F,high_school,8.8,,No,,60.4,No,Excellent,Medium,Excellent,98.15
STD02254,25,F,high_school,5.08,59.15,Yes,5.8,59.5,No,Good,,Good,79.2
STD00975,25,M,master,3.37,,No,8.35,61.11,Yes,Good,Medium,Good,90.0
STD01432,23,F,bachelor,11.77,64.95,Yes,9.18,52.58,No,,Medium,Good,90.42
STD01712,21,F,high_school,7.22,35.4,Yes,,68.48,Yes,Good,Medium,Good,91.58
STD01732,25,M,master,14.68,76.44,Yes,8.36,42.69,No,Excellent,Medium,Poor,100
STD01132,23,F,bachelor,7.41,52.88,Yes,5.82,58.12,No,Excellent,Medium,Good,90.31
STD00554,23,F,high_school,3.1,57.06,No,7.36,53.12,No,Poor,Medium,Good,76.49
STD00817,22,F,master,12.6,54.62,  Yes ,6.76,52.59,Yes,Good,Medium,Good,99.7
STD01884,20,F,master,13.48,49.02,No,7.13,53.76,No,Poor,,Poor,92.46
STD01934,19,F,bachelor,16.13,67.54,No,7.23,58.11,No,Excellent,Medium,Good,100
STD00038,25,F,bachelor,3.19,48.18,No,5.71,44.69,Yes,Good,,Excellent,84.94
STD00700,25,M,doctorate,15.1,71.8,Yes,5.89,65.14,Yes,Good,Low,Good,100
STD01688,22,F,high_school,,65.85,No,7.43,50.2,No,Excellent,High,Good,88.2
STD00242,23,M,high_school,7.41,63.87,No,7.69,54.4,No,Poor,Low,Good,82.74
STD02169,23,F,high_school,9.52,60.97,Yes,6.42,52.94,Yes,Good,High,Good,98.3
STD01700,20,M,bachelor,,58.05,Yes,6.75,54.9,No,Good,High,Excellent,100
STD02354,18,M,high_school,9.15,57.8,Yes,7.53,52.68,Yes,Good,Medium,Poor,93.61
STD01847,18,F,master,5.12,48.71,Yes,6.75,63.84,Yes,Excellent,High,Good,100
STD02216,21,M,master,11.2,,No,8.69,54.76,Yes,Excellent,High,Good,100
STD01222,21,M,high_school,9.86,62.14,No,6.72,57.8,Yes,Excellent,Medium,Good,94.04
STD01835,20,F,master,15.47,40.92,No,,72.16,No,Excellent,High,Good,100
STD02491,21,M,bachelor,,59.51,Yes,6.56,51.89,No,,Low,Excellent,78.03
STD01430,22,F,high_school,16.17,,Yes,9.09,52.42,No,Good,High,Excellent,100
STD00562,19,F,master,17.84,36.17,Yes,,43.03,Yes,Poor,High,Good,100
STD00948,23,M,bachelor,3.43,59.38,Yes,6.16,45.58,No,Poor,Medium,Excellent,71.81
STD01899,21,F,high_school,11.53,71.89,No,5.92,33.84,No,Good,Medium,Excellent,89.84
STD00085,24,M,master,,65.63,Yes,5.3,54.41,Yes,  Excellent ,Low,Excellent,83.11
STD02239,20,M,master,11.18,56.57,No,,77.37,No,Poor,Low,  Good ,97.92
STD00495,24,F,master,8.99,36.96,No,4.45,42.1,Yes,Excellent,Low,Good,87.61
STD00182,20,F,bachelor,12.4,67.05,No,8.87,48.79,No,Poor,Medium,Good,88.69
STD01860,19,F,high_school,15.72,44.4,No,8.56,46.13,Yes,Good,Low,Good,96.74
STD01262,24,M,bachelor,4.25,57.19,Yes,,62.12,Yes,Good,Low,Excellent,88.81
STD00548,22,M,bachelor,,58.33,Yes,9.26,49.19,No,Excellent,Medium,Excellent,99.79
STD00369,25,F,high_school,0.98,,No,7.4,47.79,No,Excellent,Low,Excellent,83.43
STD01660,18,M,high_school,7.06,57.02,Yes,6.93,62.34,Yes,Poor,High,Excellent,93.06
STD00367,20,F,doctorate,13.36,46.36,No,15.24,67.61,No,Good,Medium,Good,100
STD01249,18,M,high_school,8.79,45.48,No,6.63,57.79,No,Good,Low,Good,86.25
STD00360,18,F,bachelor,,,Yes,6.22,57.02,No,Excellent,,Excellent,100
